0.5	-2.65084
1.5	-0.68
2.5	-2.66389
3.5	-2.85596
4.5	-2.41139
5.5	-1.71499
6.5	-1.25864
7.5	-1.16894
8.5	-1.055
9.5	-1.28258
10.5	-1.46683
11.5	-1.43057
12.5	-1.65976
13.5	-1.37499
14.5	-1.36125
15.5	-1.29987
16.5	-0.87604
17.5	-0.896621
18.5	-1.0101
19.5	-1.07004
20.5	-1.1659
21.5	-1.16767
22.5	-1.10648
23.5	-1.06361
24.5	-1.25146
25.5	-1.18546
26.5	-1.04481
27.5	-0.923806
28.5	-0.746351
29.5	-0.927521
30.5	-1.17295
31.5	-1.4767
32.5	-1.36772
33.5	-1.03762
34.5	-0.826993
35.5	-0.553472
36.5	-0.405161
37.5	0.00429142
38.5	-0.024965
39.5	0.000631514
40.5	-0.202755
41.5	-0.210413
42.5	-0.168327
43.5	-0.148707
44.5	-0.384142
45.5	-0.542555
46.5	-0.565375
47.5	-0.530648
48.5	-0.156928
49.5	-0.308494
50.5	-0.356375
51.5	-0.64134
52.5	-0.743249
53.5	-0.477605
54.5	-0.732362
55.5	-0.656796
56.5	-0.670947
57.5	-0.659558
58.5	-0.629137
59.5	-0.787749
60.5	-1.01695
61.5	-1.05689
62.5	-1.10139
63.5	-0.999139
64.5	-0.783825
65.5	-0.621926
66.5	-0.412212
67.5	-0.379391
68.5	-0.445681
69.5	-0.411827
70.5	-0.73396
71.5	-0.874087
72.5	-0.716473
73.5	-0.794139
74.5	-0.821767
75.5	-0.755983
76.5	-1.13393
77.5	-0.768597
78.5	2.05995
79.5	1.49198
80.5	-0.35568
81.5	-0.211182
82.5	-0.68
83.5	-0.356193
84.5	-0.945469
85.5	-0.68
86.5	-0.68
87.5	-0.68
88.5	-0.68
89.5	-0.68

	
	
